,Anime Title,Score_reference,Score_reference2,Type,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season,Manga_score,Age
6632,K-On!,Medium,Good,TV,13,"Apr 3, 2009 to Jun 26, 2009","Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Kyoto Animation,4-koma manga,"Music, Slice of Life, Comedy, School",7.84,724857,18355,2.532,0,28,18,2,6.68,11
6634,City Hunter 3,Medium,Good,TV,13,"Oct 15, 1989 to Jan 21, 1990",,Sunrise,Manga,"Action, Comedy, Mystery, Shounen",7.83,13826,29,0.21,0,1,4,4,8.72,31
6640,Gakuen Babysitters,Medium,Good,TV,12,"Jan 7, 2018 to Mar 25, 2018","Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group",Brain's Base,Manga,"Comedy, School, Shoujo, Slice of Life",7.83,141687,1238,0.874,0,4,24,1,6.67,2
6654,Paradise Kiss,Medium,Good,TV,12,"Oct 14, 2005 to Dec 30, 2005","Aniplex, Fuji TV",Madhouse,Manga,"Comedy, Drama, Josei, Romance, Slice of Life",7.83,140428,2619,1.865,0,4,5,4,8.29,15
6655,Saraiya Goyou,Medium,Good,TV,12,"Apr 16, 2010 to Jul 2, 2010","Dentsu, Media Factory, Movic, Fuji TV, Shogakukan",Manglobe,Manga,"Mystery, Historical, Drama, Samurai, Seinen",7.83,68118,730,1.072,0,15,11,2,7.59,10
6659,Sekaiichi Hatsukoi,Medium,Good,TV,12,"Apr 9, 2011 to Jun 25, 2011","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,Manga,"Comedy, Drama, Romance, Shounen Ai",7.82,164442,3306,2.01,0,4,5,2,7.02,9
6662,Tentai Senshi Sunred,Medium,Good,TV,26,"Oct 3, 2008 to Mar 28, 2009",flying DOG,AIC ASTA,Manga,"Comedy, Parody, Super Power, Seinen",7.82,18914,199,1.052,0,4,12,4,7.69,12
6665,Tokyo Ghoul,Medium,Good,TV,12,"Jul 4, 2014 to Sep 19, 2014","Marvelous AQL, TC Entertainment, Shueisha",Studio Pierrot,Manga,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",7.82,1704221,41130,2.413,0,1,15,3,8.01,6
6677,Ginga Tetsudou 999,Medium,Good,TV,113,"Sep 14, 1978 to Apr 9, 1981",,Toei Animation,Manga,"Sci-Fi, Adventure, Space, Drama",7.81,24458,342,1.398,0,10,3,3,7.98,42
6679,Junjou Romantica 3,Medium,Good,TV,12,"Jul 9, 2015 to Sep 24, 2015","Frontier Works, Lantis, Kadokawa Shoten, Romantica club !!",Studio Deen,Manga,"Comedy, Drama, Romance, Shounen Ai",7.81,85980,566,0.658,0,4,5,3,8.17,5
6686,Shiki,Medium,Good,TV,22,"Jul 9, 2010 to Dec 31, 2010","Aniplex, Dentsu, Fuji TV, DAX Production, Shueisha",Daume,Manga,"Horror, Mystery, Supernatural, Thriller, Vampire",7.8,443901,6986,1.574,0,29,15,3,6.92,10
6689,Akagami no Shirayuki-hime,Medium,Good,TV,12,"Jul 7, 2015 to Sep 22, 2015","Hakusensha, Warner Bros. Japan, KlockWorx, Showgate",Bones,Manga,"Fantasy, Romance, Drama, Shoujo",7.8,418756,5230,1.249,0,7,20,3,6.92,5
6690,Bleach,Medium,Good,TV,366,"Oct 5, 2004 to Mar 27, 2012","TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Studio Pierrot,Manga,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",7.8,1194087,51355,4.301,0,1,3,4,7.82,16
6694,Golden Kamuy,Medium,Good,TV,12,"Apr 9, 2018 to Jun 25, 2018","Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Geno Studio,Manga,"Action, Adventure, Historical, Seinen",7.8,184652,1181,0.64,0,1,3,2,7.08,2
6699,Hoozuki no Reitetsu,Medium,Good,TV,13,"Jan 10, 2014 to Apr 4, 2014","Starchild Records, Mainichi Broadcasting System, Kodansha",Wit Studio,Manga,"Comedy, Demons, Supernatural, Fantasy, Seinen",7.8,100268,1025,1.022,0,4,31,1,7.87,6
6705,Lupin III: Part II,Medium,Good,TV,155,"Oct 3, 1977 to Oct 6, 1980","VAP, Animax, Studio Jack",Tokyo Movie Shinsha,Manga,"Action, Adventure, Mystery, Comedy, Seinen",7.8,23034,220,0.955,0,1,3,4,7.38,43
6710,Claymore,Medium,Good,TV,26,"Apr 4, 2007 to Sep 26, 2007","VAP, Avex Entertainment, Nippon Television Network, D.N. Dream Partners",Madhouse,Manga,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",7.79,521845,7986,1.53,0,1,3,2,7.56,13
6716,Ie Naki Ko,Medium,Good,TV,51,"Oct 2, 1977 to Oct 1, 1978",,"Madhouse,       TMS Entertainment",Novel,"Adventure, Drama, Historical, Kids, Slice of Life",7.79,9927,159,1.602,0,3,5,4,6.81,43
6719,Karakai Jouzu no Takagi-san,Medium,Good,TV,12,"Jan 8, 2018 to Mar 26, 2018","TMS Entertainment, Asatsu DK, Asmik Ace, TOHO animation, JR East Marketing & Communications",Shin-Ei Animation,Manga,"Slice of Life, Comedy, Romance, School, Shounen",7.79,325908,3214,0.986,0,18,4,1,6.77,2
6725,Saint Seiya,Medium,Good,TV,114,"Oct 11, 1986 to Apr 1, 1989",,Toei Animation,Manga,"Adventure, Fantasy, Sci-Fi, Shounen",7.79,137966,4150,3.008,0,3,7,4,7.29,34
6726,Shokugeki no Souma: Shin no Sara,Medium,Good,TV,12,"Oct 12, 2019 to Dec 28, 2019","Warner Bros. Japan, KlockWorx, Shueisha, Bandai Namco Arts",J.C.Staff,Manga,"Ecchi, School, Shounen",7.79,300977,1182,0.393,0,35,24,4,7.62,1
6727,Tegamibachi Reverse,Medium,Good,TV,25,"Oct 3, 2010 to Mar 26, 2011",TV Tokyo,Studio Pierrot,Manga,"Adventure, Supernatural, Fantasy, Shounen",7.79,52418,216,0.412,0,3,19,4,7.24,10
6731,New Game!!,Medium,Good,TV,12,"Jul 11, 2017 to Sep 26, 2017","Frontier Works, Media Factory, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson",Doga Kobo,4-koma manga,"Game, Slice of Life, Comedy",7.78,188291,777,0.413,0,16,18,3,7.32,3
6733,Oniisama e...,Medium,Good,TV,39,"Jul 14, 1991 to May 31, 1992",NHK,Tezuka Productions,Manga,"Psychological, Drama, School, Shoujo, Shoujo Ai",7.78,26745,569,2.128,0,26,5,3,6.49,29
6734,Shaman King,Medium,Good,TV,64,"Jul 4, 2001 to Sep 25, 2002","TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",7.78,282538,3544,1.254,0,1,3,3,7.5,19
6735,Sidonia no Kishi: Daikyuu Wakusei Seneki,Medium,Good,TV,12,"Apr 11, 2015 to Jun 27, 2015","Starchild Records, Mainichi Broadcasting System, Kodansha, Studio Mausu",Polygon Pictures,Manga,"Action, Sci-Fi, Space, Mecha, Seinen",7.78,99478,350,0.352,0,1,10,2,6.38,5
6744,Komori-san wa Kotowarenai!,Low,Bad,TV,12,"Oct 4, 2015 to Dec 20, 2015","Genco, DAX Production, bilibili",Artland,4-koma manga,"Slice of Life, Comedy, School",6.27,48371,44,0.091,0,18,4,4,6.79,5
6760,Tentou Mushi no Uta,Low,Bad,TV,104,"Oct 6, 1974 to Sep 26, 1976",,Tatsunoko Production,Manga,"Drama, Slice of Life",6.27,540,2,0.37,0,5,18,4,6.6,46
6766,Umi no Triton,Low,Bad,TV,27,"Apr 1, 1972 to Sep 30, 1972",,Animation Staff Room,Manga,"Adventure, Fantasy, Shounen",6.27,1409,4,0.284,0,3,7,2,7.07,48
6772,Shin Strange+,Low,Bad,TV,12,"Jul 11, 2014 to Sep 26, 2014",Dream Creation,Seven,Manga,"Slice of Life, Comedy, Josei",6.26,12353,6,0.049,0,18,4,3,7.2,6
6781,Yoroshiku Mechadock,Low,Bad,TV,30,"Sep 1, 1984 to Mar 30, 1985",,Tatsunoko Production,Manga,"Action, Cars, Comedy, Police, Sports",6.26,1366,2,0.146,0,1,40,3,7.4,36
6785,Anmitsu Hime,Low,Bad,TV,51,"Oct 5, 1986 to Sep 27, 1987",Fujipacific Music,Studio Pierrot,Manga,"Comedy, Historical, Shoujo",6.26,840,4,0.476,0,4,11,4,6.59,34
6795,Gin no Guardian,Low,Bad,TV,12,"Apr 1, 2017 to Jun 17, 2017",Emon,Haoliners Animation League,Web manga,"Adventure, Fantasy",6.26,84346,115,0.136,0,3,7,2,7.24,3
6800,Hidan no Aria AA,Low,Bad,TV,12,"Oct 6, 2015 to Dec 22, 2015","flying DOG, Fujishouji",Doga Kobo,Manga,"Action, School, Shoujo Ai",6.26,77640,79,0.102,0,1,24,4,7.29,5
6813,Maicching Machiko-sensei,Low,Bad,TV,95,"Oct 8, 1981 to Oct 6, 1983",TV Tokyo,Studio Pierrot,Manga,"Comedy, Ecchi, School",6.26,2497,7,0.28,0,4,35,4,6.96,39
6837,Minami Kamakura Koukou Joshi Jitenshabu,Low,Bad,TV,12,"Jan 7, 2017 to Mar 25, 2017","Genco, AT-X, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D., Crunchyroll SC Anime Fund","J.C.Staff,       A.C.G.T.",Manga,"Sports, School, Shounen",6.25,16365,11,0.067,0,23,24,1,7.29,3
6841,Oishinbo,Low,Bad,TV,136,"Oct 17, 1988 to Mar 17, 1992",TV Asahi,Shin-Ei Animation,Manga,"Comedy, Slice of Life, Seinen",6.25,1706,8,0.469,0,4,18,4,7.07,32
6845,Psychic Academy,Low,Bad,TV,24,"Mar 29, 2002 to Sep 13, 2002","Starchild Records, GANSIS",E&G Films,Manga,"Comedy, Romance, Supernatural",6.25,9806,8,0.082,0,4,20,1,7.02,18
6849,Sasurai no Shoujo Nell,Low,Bad,TV,26,"Oct 25, 1979 to Apr 24, 1980",,DAX Production,Novel,"Adventure, Historical, Shoujo",6.25,980,1,0.102,0,3,11,4,7.32,41
6870,Submarine Super 99,Low,Bad,TV,13,"May 8, 2003 to Jul 31, 2003","TV Tokyo, Pony Canyon, AT-X, Tsuburaya Productions",Vega Entertainment,Manga,"Action, Military, Sci-Fi, Adventure, Shounen",6.24,1342,2,0.149,0,1,2,2,7.59,17
6890,Chu-Bra!!,Low,Bad,TV,12,"Jan 4, 2010 to Mar 22, 2010",GANSIS,Zexcs,Manga,"Ecchi, Comedy, School, Seinen",6.24,42153,54,0.128,0,35,4,1,6.8,10
6921,Iwa Kakeru!: Sport Climbing Girls,Low,Bad,TV,12,"Oct 4, 2020 to ?","Lantis, AT-X, Magic Capsule, KlockWorx, Nagoya Broadcasting Network, ABC Animation, Cygames, Bandai Namco Arts, Happinet, NetEase, Heart Company",Blade,Web manga,"Comedy, Sports, School",6.22,41774,64,0.153,0,4,23,4,6.27,0
6929,Manyuu Hikenchou,Low,Bad,TV,12,"Jul 11, 2011 to Sep 26, 2011","TV Tokyo, Lantis, Enterbrain, Memory-Tech, Happinet Pictures",Hoods Entertainment,Manga,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",6.23,57239,191,0.334,0,1,4,3,7.25,9
6935,Pinocchio yori Piccolino no Bouken,Low,Bad,TV,52,"Apr 27, 1976 to May 31, 1977",,Nippon Animation,Novel,"Adventure, Kids",6.23,1444,2,0.139,0,3,36,2,7.06,44
6943,Tono to Issho: Ippunkan Gekijou,Low,Bad,TV,12,"Jul 6, 2010 to Sep 21, 2010",Frontier Works,Gathering,4-koma manga,"Comedy, Samurai, Seinen",6.23,2963,1,0.034,0,4,13,3,7.83,10
6948,Wooser no Sono Higurashi,Low,Bad,TV,12,"Oct 3, 2012 to Dec 19, 2012","TV Tokyo, Good Smile Company",SANZIGEN,Web manga,"Slice of Life, Comedy, Fantasy",6.23,10450,24,0.23,0,18,4,4,6.81,8
6960,Tantei Team KZ Jiken Note,Low,Bad,TV,16,"Oct 7, 2015 to Jan 27, 2016",,Signal.MD,Novel,"Mystery, School",6.22,12647,16,0.127,0,15,24,4,8.12,5
6966,Yatogame-chan Kansatsu Nikki,Low,Bad,TV,12,"Apr 4, 2019 to Jun 20, 2019",Cloud22,"Creators in Pack,       Saetta",4-koma manga,"Slice of Life, Comedy, School, Shounen",6.22,20272,7,0.035,0,18,4,2,6.74,1
7003,Gakkyuu Ou Yamazaki,Low,Bad,TV,53,"Dec 23, 1997 to Apr 9, 1998","TV Tokyo, Shogakukan-Shueisha Productions",Magic Bus,Manga,Comedy,6.21,858,1,0.117,0,4,0,4,7.43,23
7007,Gokujou!! Mecha Mote Iinchou Second Collection,Low,Bad,TV,51,"Apr 3, 2010 to Apr 10, 2011","TV Tokyo, Shogakukan-Shueisha Productions",SynergySP,Manga,"Comedy, Romance, School, Shoujo",6.21,2106,3,0.142,0,4,20,2,6.96,10
7010,Huckleberry no Bouken,Low,Bad,TV,26,"Jan 2, 1976 to Jun 25, 1976",,Group TAC,Novel,"Adventure, Historical, Drama",6.21,1346,1,0.074,0,3,11,1,6.98,44
7016,Maido! Urayasu Tekkin Kazoku,Low,Bad,TV,25,"Jul 6, 2014 to Dec 28, 2014",,Studio Deen,Manga,"Comedy, Shounen",6.21,742,2,0.27,0,4,8,3,6.99,6
7018,Maken-Ki! Two,Low,Bad,TV,10,"Jan 16, 2014 to Mar 20, 2014",,Xebec,Manga,"Action, Harem, Super Power, Ecchi, Martial Arts, School",6.21,107937,122,0.113,0,1,39,1,6.24,6
7031,Rifle Is Beautiful,Low,Bad,TV,12,"Oct 13, 2019 to Jan 18, 2020","Hakuhodo DY Music & Pictures, Bandai Namco Arts",Studio 3Hz,4-koma manga,"Slice of Life, Comedy, School",6.21,24363,31,0.127,0,18,4,4,7.19,1
7050,PriPri Chii-chan!!,Low,Bad,TV,36,"Apr 15, 2017 to Dec 16, 2017",,OLM,Manga,"Sci-Fi, Comedy, Shoujo",6.2,2623,8,0.305,0,10,4,2,7.95,3
7068,Akuma-kun,Low,Bad,TV,42,"Apr 15, 1989 to Mar 24, 1990",,Toei Animation,Manga,"Adventure, Fantasy, Horror, Magic, Supernatural",6.2,780,1,0.128,0,3,7,2,7.05,31
7105,Brothers Conflict,Low,Bad,TV,12,"Jul 2, 2013 to Sep 17, 2013","Kadokawa Shoten, Movic, DAX Production, Showgate, NBCUniversal Entertainment Japan",Brain's Base,Novel,"Harem, Romance, Shoujo",6.19,133957,808,0.603,0,39,20,3,7.32,7
7124,Mobile Suit Gundam-san,Low,Bad,TV,13,"Jul 6, 2014 to Sep 28, 2014",,Sunrise,4-koma manga,"Comedy, Parody, Mecha",6.19,6007,0,0.0,0,4,12,3,6.75,6
7125,Neko Neko Nihonshi,Low,Bad,TV,32,"Apr 6, 2016 to Feb 22, 2017",,Joker Films,Web manga,"Historical, Parody, Kids, Samurai",6.19,1975,3,0.152,0,11,12,2,7.99,4
7126,Nono-chan,Low,Bad,TV,61,"Jul 7, 2001 to Sep 28, 2002",,Toei Animation,4-koma manga,"Comedy, Slice of Life",6.19,718,2,0.279,0,4,18,3,7.41,19
7133,Tetsujin 28-gou,Low,Bad,TV,96,"Oct 20, 1963 to May 27, 1965",,Eiken,Manga,"Adventure, Mecha, Sci-Fi, Shounen",6.19,2298,7,0.305,0,3,22,4,7.19,57
7134,The iDOLM@STER SideM: Wake Atte Mini!,Low,Bad,TV,12,"Oct 9, 2018 to Dec 25, 2018","Lantis, Bandai Namco Entertainment",Zero-G,Manga,"Slice of Life, Comedy",6.19,2600,5,0.192,0,18,4,4,7.21,2
7158,Asagiri no Miko,Low,Bad,TV,26,"Jul 4, 2002 to Dec 26, 2002","Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project,       GANSIS",Manga,"Action, Comedy, Supernatural, Fantasy, Seinen",6.18,6464,6,0.093,0,1,4,3,8.12,18
7163,DD Hokuto no Ken,Low,Bad,TV,12,"Jan 12, 2011 to Apr 6, 2011",North Stars Pictures,,Manga,"Parody, Seinen",6.18,3970,13,0.327,0,12,17,1,7.87,9
7175,Kenzen Robo Daimidaler,Low,Bad,TV,12,"Apr 5, 2014 to Jun 21, 2014","Genco, Lantis, AT-X, Showgate, Kadokawa",TNK,Manga,"Ecchi, Comedy, Mecha, Seinen",6.18,55166,75,0.136,0,35,4,2,7.38,6
7183,ēlDLIVE,Low,Bad,TV,12,"Jan 8, 2017 to Mar 26, 2017","Yomiuri Telecasting, d-rights, Half H.P Studio, Shueisha, Tokuma Japan Communications, Tencent Japan",Studio Pierrot,Manga,"Action, Sci-Fi, Space, Police, Shounen",6.17,41013,50,0.122,0,1,10,1,6.82,3
7184,Barbapapa,Low,Bad,TV,45,"Oct 13, 1974 to Sep 28, 1975",KSS,Topcraft,Picture book,"Fantasy, Comedy",6.17,2081,6,0.288,0,7,4,4,8.4,46
7216,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,Low,Bad,TV,12,"Jan 9, 2011 to Mar 27, 2011",Starchild Records,Zexcs,Manga,"Harem, Comedy, Romance, Ecchi",6.17,73057,64,0.088,0,39,4,1,6.63,9
7230,Sazae-san,Low,Bad,TV,Unknown,"Oct 5, 1969 to ?",Fuji TV,Eiken,4-koma manga,"Slice of Life, Comedy",6.16,4961,21,0.423,0,18,4,4,6.15,51
7243,Chinpui,Low,Bad,TV,56,"Feb 11, 1989 to Apr 18, 1991",,"Kyoto Animation,       Production I.G,       Shin-Ei Animation",Manga,Comedy,6.16,747,4,0.535,0,4,0,1,7.06,31
7259,Itou Junji: Collection,Low,Bad,TV,12,"Jan 5, 2018 to Mar 23, 2018","Nippon Columbia, Asahi Shimbun, Yomiuri TV Enterprise, Pony Canyon Enterprise, Smiral Animation, Crunchyroll SC Anime Fund, Muse Communication",Studio Deen,Manga,"Mystery, Comedy, Horror, Demons, Psychological, Supernatural, Drama, Thriller, School",6.16,87380,314,0.359,0,15,4,1,6.86,2
7276,Jinki:Extend,Low,Bad,TV,12,"Jan 6, 2005 to Mar 24, 2005","TV Asahi, GANSIS",feel.,Manga,"Mecha, Sci-Fi",6.15,9726,10,0.103,0,22,10,1,6.73,15
7329,Ashita Tenki ni Naare,Low,Bad,TV,47,"Oct 6, 1984 to Sep 27, 1985","Nihon Ad Systems, Fuji TV",Tsuchida Productions,Manga,"Sports, Shounen",6.14,594,1,0.168,0,23,8,4,6.34,36
7352,Momoiro Sisters,Low,Bad,TV,24,"Aug 25, 1998 to Oct 5, 1998",,Studio Deen,4-koma manga,"Comedy, Slice of Life",6.14,2069,1,0.048,0,4,18,3,9.14,22
7366,Hipira-kun,Low,Bad,TV,10,"Dec 21, 2009 to Dec 25, 2009",,Sunrise,Picture book,"Comedy, Fantasy, Kids, Supernatural, Vampire",6.13,2770,1,0.036,0,4,7,4,7.18,11
7377,Shounen Ashibe: Go! Go! Goma-chan,Low,Bad,TV,32,"Apr 5, 2016 to Feb 21, 2017",,"Bridge,       Husio Studio",4-koma manga,"Slice of Life, Comedy, Seinen",6.13,2526,11,0.435,0,18,4,2,6.17,4
7390,Play Ball,Low,Bad,TV,13,"Jul 5, 2005 to Sep 27, 2005",Magic Bus,Eiken,Manga,"Action, Sports, Shounen",6.12,759,0,0.0,0,1,23,3,8.4,15
7400,Tezuka Osamu no Don Dracula,Low,Bad,TV,8,"Apr 5, 1982 to Apr 26, 1982",Tezuka Productions,,Manga,"Comedy, Horror, Supernatural, Vampire",6.12,1794,3,0.167,0,4,29,2,7.02,38
7428,Metal Fight Beyblade Zero G,Low,Bad,TV,38,"Apr 8, 2012 to Dec 23, 2012",,"Tatsunoko Production,       SynergySP",Manga,"Adventure, Sports",6.12,9070,14,0.154,0,3,23,2,6.71,8
7430,Mini Van 2nd Season,Low,Bad,TV,26,"Oct 3, 2015 to Mar 26, 2016",HeART-BIT,DLE,4-koma manga,"Game, Slice of Life, Comedy, Parody",6.12,774,0,0.0,0,16,18,4,6.97,5
7432,Aa Harimanada,Low,Bad,TV,23,"Apr 23, 1992 to Oct 1, 1992",TV Tokyo,E&G Films,Manga,"Sports, Martial Arts, Seinen",6.11,1266,6,0.474,0,23,33,2,6.94,28
7454,Kakutou Ryouri Densetsu Bistro Recipe,Low,Bad,TV,26,"Dec 11, 2001 to Jun 25, 2002",Kodansha,Group TAC,Manga,"Game, Adventure, Comedy, Fantasy, Shounen",6.11,3980,8,0.201,0,16,3,4,8.35,19
7522,D4 Princess,Low,Bad,TV,24,"Apr 6, 1999 to Sep 28, 1999",Pony Canyon,Daume,Manga,"Action, Sci-Fi, Comedy, Magic, Mecha",6.1,2358,2,0.085,0,1,10,2,7.55,21
7546,Dive!!,Low,Bad,TV,12,"Jul 7, 2017 to Sep 22, 2017","Aniplex, Dentsu, Fuji TV, DMM pictures",Zero-G,Novel,"Comedy, Sports",6.09,38232,60,0.157,0,4,23,3,7.33,3
7563,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Low,Bad,TV,13,"Jul 7, 2003 to Sep 29, 2003",Kids Station,Planet,Manga,"Drama, Seinen, Thriller",6.09,28265,66,0.234,0,5,17,3,7.35,17
7626,Asari-chan,Low,Bad,TV,54,"Jan 25, 1982 to Feb 28, 1983",,Toei Animation,Manga,"Slice of Life, Comedy, Shoujo",6.07,581,4,0.688,0,18,4,1,7.07,38
7629,Colorful,Low,Bad,TV,16,"Sep 6, 1999 to Sep 30, 1999",TBS,"Triangle Staff,       Studio Wombat",Manga,"Comedy, Ecchi, Slice of Life",6.07,20430,46,0.225,0,4,35,3,7.56,21
7645,Maou Dante,Low,Bad,TV,13,"Aug 31, 2002 to Nov 21, 2002","AT-X, Dynamic Planning",Magic Bus,Manga,"Action, Demons, Horror, Shounen, Supernatural",6.07,7548,7,0.093,0,1,31,3,9.14,18
7661,Ultra B,Low,Bad,TV,119,"Apr 5, 1987 to Mar 27, 1989",,Shin-Ei Animation,Manga,"Comedy, Super Power",6.07,659,33,5.008,0,4,14,2,7.46,33
7675,Umayon,Low,Bad,TV,12,"Jul 7, 2020 to Sep 22, 2020",Cygames,"W-Toon Studio,       DMM.futureworks",4-koma manga,"Slice of Life, Comedy, Sports",6.07,10339,6,0.058,0,18,4,3,7.23,0
7687,Gu-Gu Ganmo,Low,Bad,TV,50,"Mar 18, 1984 to Mar 17, 1985",,Toei Animation,Manga,"Comedy, School, Shounen, Slice of Life",6.06,642,2,0.312,0,4,24,1,7.37,36
7724,Isuca,Low,Bad,TV,10,"Jan 24, 2015 to Mar 28, 2015","Kadokawa Shoten, AT-X, DAX Production, KlockWorx, MAGES.",Arms,Manga,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",6.05,117710,91,0.077,0,1,4,1,7.13,5
7734,Monkey Magic,Low,Bad,TV,13,"Sep 20, 1998 to Dec 13, 1998",,Group TAC,Novel,"Kids, Adventure, Fantasy",6.05,618,1,0.162,0,36,3,3,6.94,22
7796,Mameneko,Low,Bad,TV,12,"Jan 9, 2018 to Mar 27, 2018","Studio A-CAT, On-Lead",Charaction,Manga,Slice of Life,6.04,1130,0,0.0,0,18,0,1,6.72,2
7799,Mouse,Low,Bad,TV,12,"Jan 6, 2003 to Mar 24, 2003",Broccoli,"Studio Deen,       Studio Hibari,       Production Reed",Manga,"Action, Harem, Comedy, Ecchi, Shounen",6.04,16356,29,0.177,0,1,39,1,9.14,17
7817,Minna Atsumare! Falcom Gakuen SC,Low,Bad,TV,12,"Jan 4, 2015 to Mar 22, 2015",DAX Production,,4-koma manga,"Parody, Comedy, School, Seinen",6.03,2530,1,0.04,0,12,4,1,6.4,5
7833,Shinya! Tensai Bakabon,Low,Bad,TV,12,"Jul 11, 2018 to Sep 26, 2018","TV Tokyo Music, Avex Pictures",Pierrot Plus,Manga,"Slice of Life, Comedy",6.02,2716,3,0.11,0,18,4,3,7.55,2
7843,Barbapapa Sekai wo Mawaru,Low,Bad,TV,50,"Jul 5, 1999 to Oct 8, 1999",Kodansha,Studio Pierrot,Picture book,"Adventure, Comedy",6.02,863,1,0.116,0,3,4,3,7.43,21
7845,Choukadou Girl ⅙,Low,Bad,TV,12,"Apr 6, 2019 to Jun 22, 2019","AT-X, Seven, Futabasha, A-Craft, AQUA ARIS",Studio A-CAT,Manga,"Comedy, Romance, Seinen",6.02,12795,19,0.148,0,4,20,2,7.57,1
7849,Futarigurashi,Low,Bad,TV,36,"Apr 28, 1998 to Jun 30, 1998",TBS,"Studio Bogey,       Public & Basic",Manga,"Comedy, Ecchi, Romance",6.02,1195,1,0.084,0,4,35,2,7.28,22
7850,Gunjou no Magmell,Low,Bad,TV,13,"Apr 7, 2019 to Jun 30, 2019","Shueisha, bilibili, Yomiuri TV Enterprise, FanFan Inc., Shun Produce",Pierrot Plus,Manga,"Action, Adventure, Super Power, Fantasy, Shounen",6.02,88027,147,0.167,0,1,3,2,7.26,1
7855,Kitsutsuki Tanteidokoro,Low,Bad,TV,12,"Apr 13, 2020 to Jun 29, 2020","Marvelous, Tohokushinsha Film Corporation, BS Fuji, Tokyo MX, Muse Communication, Happinet",LIDENFILMS,Novel,"Mystery, Historical",6.02,19125,26,0.136,0,15,11,2,6.77,0
7884,Neko nanka Yondemo Konai.,Low,Bad,TV,12,"Oct 3, 2015 to Dec 19, 2015",,,Manga,"Slice of Life, Seinen",6.01,1290,2,0.155,0,18,17,4,7.1,5
7887,Samurai Gun,Low,Bad,TV,12,"Oct 4, 2004 to Dec 14, 2004","Avex Entertainment, TV Asahi",Studio Egg,Manga,"Action, Historical, Seinen",6.01,7644,8,0.105,0,1,11,4,7.79,16
7892,Shounen Ashibe: Go! Go! Goma-chan 4,Low,Bad,TV,24,"Apr 2, 2019 to Dec 17, 2019",,,4-koma manga,"Slice of Life, Comedy, Seinen",6.01,461,0,0.0,0,18,4,2,6.79,1
7894,Soul Eater NOT!,Low,Bad,TV,12,"Apr 9, 2014 to Jul 2, 2014","TV Tokyo, Dentsu, Square Enix, Sony Music Communications",Bones,Manga,"Action, Comedy, Ecchi, Shounen, Supernatural",6.01,159432,213,0.134,0,1,4,2,8.09,6
7904,Strange+,Low,Bad,TV,12,"Jan 10, 2014 to Mar 28, 2014",Dream Creation,Seven,Manga,"Slice of Life, Comedy, Josei",6.0,27765,17,0.061,0,18,4,1,7.2,6
7911,"Chiisana Obake: Acchi, Kocchi, Socchi",Low,Bad,TV,50,"Apr 9, 1991 to Apr 7, 1992",,Studio Pierrot,Picture book,"Comedy, Supernatural",6.0,1562,2,0.128,0,4,19,2,6.73,29
7914,Dorei-ku The Animation,Low,Bad,TV,12,"Apr 13, 2018 to Jun 29, 2018",,"TNK,       Zero-G",Manga,"Drama, Psychological",6.0,49015,54,0.11,0,5,26,2,6.12,2
7920,Hajime Ningen Gon,Low,Bad,TV,39,"Apr 3, 1996 to Jan 22, 1997",,Studio Pierrot,Manga,"Comedy, Historical",6.0,413,0,0.0,0,4,11,2,8.7,24
7966,"Papa datte, Shitai",Low,Bad,TV,8,"Jan 7, 2019 to Feb 25, 2019","Picante Circus, Suiseisha",Magic Bus,Manga,Shounen Ai,5.98,16823,199,1.183,0,34,0,1,6.78,1
7972,Sennin Buraku,Low,Bad,TV,23,"Sep 4, 1963 to Feb 23, 1964",,Eiken,4-koma manga,"Comedy, Ecchi",5.98,621,1,0.161,0,4,35,3,7.61,57
8025,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,Low,Bad,TV,8,"Jul 8, 2019 to Sep 2, 2019","Studio Mausu, Suiseisha",Studio Hokiboshi,Web manga,"Comedy, Ecchi, Romance",5.96,13146,94,0.715,0,4,35,3,7.16,1
